Bangladesh	226/8	50.0	1	lost	/ci/engine/match/64779.html	21
Sri Lanka	228/5	44.4	2	won	/ci/engine/match/64779.html	28
England	325/5	50.0	1	lost	/ci/engine/match/66292.html	24
India	326/8	49.3	2	won	/ci/engine/match/66292.html	39
India	304	50.0	1	won	/ci/engine/match/66291.html	32
Sri Lanka	241	44.1	2	lost	/ci/engine/match/66291.html	25
England	229/8	32.0	1	won	/ci/engine/match/66290.html	20
India	165	29.1	2	lost	/ci/engine/match/66290.html	20
Sri Lanka	229	49.4	1	won	/ci/engine/match/66289.html	21
England	206	47.4	2	lost	/ci/engine/match/66289.html	18
Sri Lanka	187	48.2	1	lost	/ci/engine/match/66288.html	15
India	188/6	48.1	2	won	/ci/engine/match/66288.html	17
Sri Lanka	240/7	32.0	1	lost	/ci/engine/match/66286.html	26
England	241/7	31.2	2	won	/ci/engine/match/66286.html	29
Sri Lanka	202/8	50.0	1	lost	/ci/engine/match/66285.html	20
India	203/6	45.2	2	won	/ci/engine/match/66285.html	19
England	271/7	50.0	1	lost	/ci/engine/match/66284.html	21
India	272/4	48.5	2	won	/ci/engine/match/66284.html	28
England	293/6	50.0	1	won	/ci/engine/match/66283.html	29
Sri Lanka	249/9	50.0	2	lost	/ci/engine/match/66283.html	23
Pakistan	256/7	50.0	1	won	/ci/engine/match/64778.html	20
Australia	165	40.0	2	lost	/ci/engine/match/64778.html	12
New Zealand	291/8	50.0	1	lost	/ci/engine/match/64777.html	25
West Indies	292/6	50.0	2	won	/ci/engine/match/64777.html	26
Australia	167	45.4	1	lost	/ci/engine/match/64776.html	10
Pakistan	168/8	48.5	2	won	/ci/engine/match/64776.html	13
New Zealand	212/5	44.2	1	won	/ci/engine/match/64775.html	22
West Indies	202/9	33.0	2	lost	/ci/engine/match/64775.html	15
Pakistan	176/8	50.0	1	lost	/ci/engine/match/64774.html	15
Australia	177/3	32.5	2	won	/ci/engine/match/64774.html	15
New Zealand	210/7	50.0	1	lost	/ci/engine/match/64773.html	15
West Indies	211/3	40.0	2	won	/ci/engine/match/64773.html	24
New Zealand	248/7	50.0	1	lost	/ci/engine/match/64772.html	23
West Indies	250/4	49.1	2	won	/ci/engine/match/64772.html	22
India	260	50.0	1	won	/ci/engine/match/64770.html	22
West Indies	191	36.2	2	lost	/ci/engine/match/64770.html	14
India	123	25.0	1	lost	/ci/engine/match/64769.html	13
West Indies	124/3	22.1	2	won	/ci/engine/match/64769.html	15
West Indies	186	44.5	1	lost	/ci/engine/match/64768.html	18
India	187/3	43.5	2	won	/ci/engine/match/64768.html	21
Pakistan	278/5	50.0	1	won	/ci/engine/match/64767.html	28
New Zealand	212	45.4	2	lost	/ci/engine/match/64767.html	15
New Zealand	277/5	50.0	1	lost	/ci/engine/match/64766.html	26
Pakistan	278/7	47.1	2	won	/ci/engine/match/64766.html	29
Pakistan	275/6	50.0	1	won	/ci/engine/match/64765.html	26
New Zealand	122	30.0	2	lost	/ci/engine/match/64765.html	18
Pakistan	295/6	50.0	1	won	/ci/engine/match/65802.html	29
Sri Lanka	78	16.5	2	lost	/ci/engine/match/65802.html	11
New Zealand	213/9	50.0	1	lost	/ci/engine/match/65801.html	19
Pakistan	217/2	31.3	2	won	/ci/engine/match/65801.html	31
Sri Lanka	243/9	50.0	1	won	/ci/engine/match/65800.html	24
New Zealand	197/9	50.0	2	lost	/ci/engine/match/65800.html	17
Sri Lanka	239/6	50.0	1	won	/ci/engine/match/65799.html	21
Pakistan	230/5	50.0	2	lost	/ci/engine/match/65799.html	20
Pakistan	288/6	50.0	1	won	/ci/engine/match/65798.html	29
New Zealand	237/8	50.0	2	lost	/ci/engine/match/65798.html	22
South Africa	249/7	39.0	1	won	/ci/engine/match/64764.html	20
Australia	185	32.3	2	lost	/ci/engine/match/64764.html	18
New Zealand	218/8	50.0	1	won	/ci/engine/match/65797.html	19
Sri Lanka	207	49.1	2	lost	/ci/engine/match/65797.html	22
Sri Lanka	242/9	50.0	1	won	/ci/engine/match/65796.html	21
Pakistan	201	45.5	2	lost	/ci/engine/match/65796.html	17
South Africa	326/3	50.0	1	lost	/ci/engine/match/64763.html	31
Australia	330/7	49.1	2	won	/ci/engine/match/64763.html	36
South Africa	267/6	50.0	1	lost	/ci/engine/match/64762.html	30
Australia	271/2	47.5	2	won	/ci/engine/match/64762.html	33
Australia	290/6	50.0	1	won	/ci/engine/match/64761.html	33
South Africa	253	48.1	2	lost	/ci/engine/match/64761.html	21
South Africa	259/7	50.0	1	tied	/ci/engine/match/64760.html	21
Australia	259/9	50.0	2	tied	/ci/engine/match/64760.html	20
Australia	226/8	50.0	1	won	/ci/engine/match/64759.html	20
South Africa	181	46.2	2	lost	/ci/engine/match/64759.html	17
Australia	223/8	50.0	1	won	/ci/engine/match/64758.html	20
South Africa	204	44.4	2	lost	/ci/engine/match/64758.html	22
India	333/6	50.0	1	won	/ci/engine/match/64757.html	36
Zimbabwe	232	42.1	2	lost	/ci/engine/match/64757.html	21
Zimbabwe	240/8	50.0	1	lost	/ci/engine/match/64756.html	18
India	244/5	48.1	2	won	/ci/engine/match/64756.html	21
India	191	48.3	1	lost	/ci/engine/match/64755.html	14
Zimbabwe	197/4	44.2	2	won	/ci/engine/match/64755.html	21
India	319/6	50.0	1	won	/ci/engine/match/64754.html	32
Zimbabwe	255	43.3	2	lost	/ci/engine/match/64754.html	23
India	274/6	50.0	1	lost	/ci/engine/match/64753.html	30
Zimbabwe	277/9	49.4	2	won	/ci/engine/match/64753.html	30
England	218/8	50.0	1	lost	/ci/engine/match/64752.html	21
New Zealand	223/5	48.5	2	won	/ci/engine/match/64752.html	25
England	193/6	40.0	1	won	/ci/engine/match/64751.html	21
New Zealand	189	38.0	2	lost	/ci/engine/match/64751.html	20
England	244/5	50.0	1	won	/ci/engine/match/64750.html	20
New Zealand	201	46.3	2	lost	/ci/engine/match/64750.html	13
West Indies	260/5	50.0	1	won	/ci/engine/match/64749.html	25
Pakistan	150	40.2	2	lost	/ci/engine/match/64749.html	16
New Zealand	244/8	50.0	1	won	/ci/engine/match/64748.html	17
England	89	37.2	2	lost	/ci/engine/match/64748.html	6
Pakistan	232	49.0	1	won	/ci/engine/match/64747.html	21
West Indies	181	34.4	2	lost	/ci/engine/match/64747.html	20
West Indies	190	48.3	1	lost	/ci/engine/match/64746.html	18
Pakistan	193/6	46.1	2	won	/ci/engine/match/64746.html	14
England	196	40.2	1	lost	/ci/engine/match/64745.html	25
New Zealand	198/6	38.3	2	won	/ci/engine/match/64745.html	23
New Zealand	175	41.1	1	lost	/ci/engine/match/65628.html	15
South Africa	173/4	38.1	2	won	/ci/engine/match/65628.html	19
New Zealand	190	47.5	1	lost	/ci/engine/match/65627.html	9
South Africa	191/2	45.1	2	won	/ci/engine/match/65627.html	20
England	255	49.1	1	won	/ci/engine/match/64744.html	23
India	250	49.5	2	lost	/ci/engine/match/64744.html	23
Australia	283/7	50.0	1	won	/ci/engine/match/65626.html	26
South Africa	250/5	50.0	2	lost	/ci/engine/match/65626.html	26
South Africa	270/5	50.0	1	won	/ci/engine/match/65625.html	21
New Zealand	203/8	50.0	2	lost	/ci/engine/match/65625.html	16
England	271/5	50.0	1	won	/ci/engine/match/64743.html	23
India	269/8	50.0	2	lost	/ci/engine/match/64743.html	28
New Zealand	245/8	50.0	1	lost	/ci/engine/match/65624.html	16
Australia	248/8	49.3	2	won	/ci/engine/match/65624.html	17
England	218/7	39.0	1	lost	/ci/engine/match/64742.html	17
India	219/2	29.4	2	won	/ci/engine/match/64742.html	36
South Africa	253/5	50.0	1	won	/ci/engine/match/65623.html	17
New Zealand	160	45.2	2	lost	/ci/engine/match/65623.html	9
New Zealand	242/5	50.0	1	won	/ci/engine/match/65622.html	16
Australia	165	45.2	2	lost	/ci/engine/match/65622.html	16
England	217	48.0	1	lost	/ci/engine/match/64741.html	15
India	221/6	46.4	2	won	/ci/engine/match/64741.html	28
Bangladesh	220	48.5	1	lost	/ci/engine/match/64740.html	16
Pakistan	221/2	35.3	2	won	/ci/engine/match/64740.html	31
Pakistan	281/5	50.0	1	won	/ci/engine/match/64739.html	26
Bangladesh	209/8	50.0	2	lost	/ci/engine/match/64739.html	17
England	250/7	50.0	1	won	/ci/engine/match/64738.html	18
India	234	48.4	2	lost	/ci/engine/match/64738.html	23
South Africa	106	38.3	1	lost	/ci/engine/match/65621.html	11
Australia	107/2	18.4	2	won	/ci/engine/match/65621.html	14
Pakistan	202	49.5	1	won	/ci/engine/match/64737.html	20
Bangladesh	153/7	50.0	2	lost	/ci/engine/match/64737.html	10
Australia	241/4	50.0	1	won	/ci/engine/match/65620.html	15
South Africa	214	48.4	2	lost	/ci/engine/match/65620.html	14
India	281/8	50.0	1	won	/ci/engine/match/64736.html	31
England	259	44.0	2	lost	/ci/engine/match/64736.html	27
South Africa	241	48.3	1	lost	/ci/engine/match/65619.html	20
New Zealand	244/6	49.1	2	won	/ci/engine/match/65619.html	22
New Zealand	235/9	50.0	1	won	/ci/engine/match/65618.html	20
Australia	212	47.2	2	lost	/ci/engine/match/65618.html	17
South Africa	257/7	50.0	1	won	/ci/engine/match/65617.html	24
New Zealand	231/9	50.0	2	lost	/ci/engine/match/65617.html	18
Australia	198	48.5	1	lost	/ci/engine/match/65616.html	21
South Africa	199/6	48.3	2	won	/ci/engine/match/65616.html	22
New Zealand	199/8	50.0	1	won	/ci/engine/match/65615.html	17
Australia	176	42.0	2	lost	/ci/engine/match/65615.html	19
Sri Lanka	253/8	50.0	1	won	/ci/engine/match/66335.html	22
West Indies	212/7	47.0	2	lost	/ci/engine/match/66335.html	21
Zimbabwe	154	49.2	1	lost	/ci/engine/match/66334.html	10
West Indies	155/2	34.0	2	won	/ci/engine/match/66334.html	26
West Indies	235	49.5	1	lost	/ci/engine/match/66333.html	15
Sri Lanka	239/2	43.1	2	won	/ci/engine/match/66333.html	27
Sri Lanka	272/7	50.0	1	won	/ci/engine/match/66332.html	21
Zimbabwe	213	47.2	2	lost	/ci/engine/match/66332.html	19
West Indies	250/8	50.0	1	won	/ci/engine/match/66331.html	21
Sri Lanka	201	43.2	2	lost	/ci/engine/match/66331.html	20
West Indies	173	49.1	1	lost	/ci/engine/match/66330.html	13
Zimbabwe	175/6	48.1	2	won	/ci/engine/match/66330.html	14
Zimbabwe	38	15.4	1	lost	/ci/engine/match/66329.html	5
Sri Lanka	40/1	4.2	2	won	/ci/engine/match/66329.html	6
Bangladesh	215	48.1	1	lost	/ci/engine/match/64735.html	18
Zimbabwe	219/3	49.1	2	won	/ci/engine/match/64735.html	24
Zimbabwe	309/6	50.0	1	won	/ci/engine/match/64734.html	30
Bangladesh	267/9	50.0	2	lost	/ci/engine/match/64734.html	21
Bangladesh	156	48.4	1	lost	/ci/engine/match/64733.html	10
Zimbabwe	161/5	42.2	2	won	/ci/engine/match/64733.html	21
Sri Lanka	173	44.2	1	lost	/ci/engine/match/65907.html	15
Pakistan	177/5	43.4	2	won	/ci/engine/match/65907.html	18
Sri Lanka	272/9	50.0	1	lost	/ci/engine/match/65906.html	21
Pakistan	273/3	49.2	2	won	/ci/engine/match/65906.html	25
Pakistan	261/9	50.0	1	won	/ci/engine/match/65905.html	20
Zimbabwe	232	46.2	2	lost	/ci/engine/match/65905.html	19
Sri Lanka	250	49.4	1	won	/ci/engine/match/65904.html	17
Zimbabwe	171/8	50.0	2	lost	/ci/engine/match/65904.html	11
Pakistan	279/6	50.0	1	won	/ci/engine/match/65903.html	27
Zimbabwe	173	39.1	2	lost	/ci/engine/match/65903.html	14
Pakistan	176	46.2	1	lost	/ci/engine/match/65902.html	14
Sri Lanka	177/3	38.1	2	won	/ci/engine/match/65902.html	24
India	183	48.2	1	lost	/ci/engine/match/66107.html	16
South Africa	187/4	42.1	2	won	/ci/engine/match/66107.html	19
Sri Lanka	256/6	50.0	1	won	/ci/engine/match/65901.html	9
Zimbabwe	193	50.0	2	lost	/ci/engine/match/65901.html	12
India	351/3	50.0	1	won	/ci/engine/match/66106.html	38
Kenya	165/5	50.0	2	lost	/ci/engine/match/66106.html	10
South Africa	354/3	50.0	1	won	/ci/engine/match/66105.html	35
Kenya	146	45.3	2	lost	/ci/engine/match/66105.html	15
South Africa	282/4	50.0	1	won	/ci/engine/match/66104.html	26
India	236	44.4	2	lost	/ci/engine/match/66104.html	25
Kenya	246/6	50.0	1	won	/ci/engine/match/66103.html	24
India	176	46.4	2	lost	/ci/engine/match/66103.html	19
Kenya	229/7	50.0	1	lost	/ci/engine/match/66102.html	22
South Africa	230/1	41.1	2	won	/ci/engine/match/66102.html	36
Zimbabwe	228	49.3	1	lost	/ci/engine/match/64732.html	16
England	229/3	43.4	2	won	/ci/engine/match/64732.html	22
Kenya	90	37.1	1	lost	/ci/engine/match/66101.html	8
India	91/0	11.3	2	won	/ci/engine/match/66101.html	15
India	233	48.5	1	won	/ci/engine/match/66100.html	26
South Africa	192	46.2	2	lost	/ci/engine/match/66100.html	18
England	280/9	50.0	1	won	/ci/engine/match/64731.html	26
Zimbabwe	210	44.3	2	lost	/ci/engine/match/64731.html	18
Kenya	159/7	50.0	1	lost	/ci/engine/match/66099.html	18
South Africa	160/3	33.4	2	won	/ci/engine/match/66099.html	20
Zimbabwe	261/8	50.0	1	lost	/ci/engine/match/64730.html	25
England	265/6	47.3	2	won	/ci/engine/match/64730.html	26
Zimbabwe	195	49.1	1	lost	/ci/engine/match/64729.html	12
England	196/2	37.3	2	won	/ci/engine/match/64729.html	18
India	279/5	50.0	1	lost	/ci/engine/match/66098.html	31
South Africa	280/4	48.2	2	won	/ci/engine/match/66098.html	32
Zimbabwe	206	49.1	1	lost	/ci/engine/match/64728.html	14
England	210/5	46.4	2	won	/ci/engine/match/64728.html	22
Zimbabwe	184/6	50.0	1	lost	/ci/engine/match/64727.html	12
South Africa	188/4	41.0	2	won	/ci/engine/match/64727.html	24
South Africa	272/7	50.0	1	won	/ci/engine/match/64726.html	26
Zimbabwe	124	40.1	2	lost	/ci/engine/match/64726.html	13
South Africa	363/3	50.0	1	won	/ci/engine/match/64725.html	37
Zimbabwe	210/5	50.0	2	lost	/ci/engine/match/64725.html	19
Kenya	232/7	50.0	1	lost	/ci/engine/match/64724.html	18
West Indies	234/3	47.1	2	won	/ci/engine/match/64724.html	29
Kenya	192	49.1	1	lost	/ci/engine/match/64723.html	20
West Indies	193/4	45.5	2	won	/ci/engine/match/64723.html	21
West Indies	311/4	50.0	1	won	/ci/engine/match/64722.html	31
Kenya	205	49.3	2	lost	/ci/engine/match/64722.html	23
Sri Lanka	295/5	50.0	1	won	/ci/engine/match/66328.html	27
India	174	47.2	2	lost	/ci/engine/match/66328.html	15
New Zealand	264/7	50.0	1	lost	/ci/engine/match/66327.html	21
India	267/3	45.4	2	won	/ci/engine/match/66327.html	38
India	227/8	50.0	1	won	/ci/engine/match/66326.html	13
Sri Lanka	181	45.5	2	lost	/ci/engine/match/66326.html	11
Sri Lanka	221/6	36.0	1	won	/ci/engine/match/66325.html	19
New Zealand	115/9	36.0	2	lost	/ci/engine/match/66325.html	5
Sri Lanka	183	46.5	1	lost	/ci/engine/match/66324.html	9
India	184/3	45.4	2	won	/ci/engine/match/66324.html	18
New Zealand	200	46.4	1	won	/ci/engine/match/66323.html	18
India	133	39.4	2	lost	/ci/engine/match/66323.html	11
New Zealand	236/8	50.0	1	lost	/ci/engine/match/66322.html	20
Sri Lanka	240/5	48.3	2	won	/ci/engine/match/66322.html	22
Sri Lanka	221/9	50.0	1	won	/ci/engine/match/66321.html	18
India	215/7	50.0	2	lost	/ci/engine/match/66321.html	15
New Zealand	211/8	50.0	1	won	/ci/engine/match/66320.html	15
India	127	41.1	2	lost	/ci/engine/match/66320.html	9
Sri Lanka	220	48.5	1	won	/ci/engine/match/66319.html	15
New Zealand	204/9	49.0	2	lost	/ci/engine/match/66319.html	18
West Indies	290/6	50.0	1	won	/ci/engine/match/66318.html	26
India	274/8	50.0	2	lost	/ci/engine/match/66318.html	31
West Indies	229/5	50.0	1	lost	/ci/engine/match/66317.html	15
India	230/4	48.1	2	won	/ci/engine/match/66317.html	27
Zimbabwe	255/5	50.0	1	lost	/ci/engine/match/66316.html	23
West Indies	258/5	49.5	2	won	/ci/engine/match/66316.html	17
West Indies	169/7	50.0	1	lost	/ci/engine/match/66315.html	10
India	170/4	43.5	2	won	/ci/engine/match/66315.html	15
Zimbabwe	234/6	50.0	1	lost	/ci/engine/match/66314.html	20
India	237/6	49.2	2	won	/ci/engine/match/66314.html	24
Zimbabwe	133	41.5	1	lost	/ci/engine/match/66313.html	9
India	137/1	26.2	2	won	/ci/engine/match/66313.html	19
Pakistan	152	42.3	1	lost	/ci/engine/match/66282.html	12
Australia	156/1	26.3	2	won	/ci/engine/match/66282.html	20
West Indies	266/5	50.0	1	won	/ci/engine/match/66312.html	19
Zimbabwe	239/9	50.0	2	lost	/ci/engine/match/66312.html	22
England	176	43.2	1	lost	/ci/engine/match/66281.html	23
Australia	177/2	30.1	2	won	/ci/engine/match/66281.html	26
Pakistan	290/9	50.0	1	won	/ci/engine/match/66280.html	30
Australia	254	46.3	2	lost	/ci/engine/match/66280.html	34
England	156	45.2	1	lost	/ci/engine/match/66279.html	15
Pakistan	153/4	39.5	2	won	/ci/engine/match/66279.html	15
Australia	208/7	48.0	1	won	/ci/engine/match/66278.html	23
England	86	32.4	2	lost	/ci/engine/match/66278.html	10
Pakistan	242/8	50.0	1	won	/ci/engine/match/66277.html	13
England	240	50.0	2	lost	/ci/engine/match/66277.html	17
England	268/4	50.0	1	lost	/ci/engine/match/66276.html	27
Australia	272/5	49.3	2	won	/ci/engine/match/66276.html	26
Pakistan	257	49.5	1	lost	/ci/engine/match/66275.html	26
Australia	258/3	45.4	2	won	/ci/engine/match/66275.html	28
Pakistan	273/6	50.0	1	won	/ci/engine/match/66274.html	29
England	165	47.2	2	lost	/ci/engine/match/66274.html	11
South Africa	163/7	50.0	1	lost	/ci/engine/match/64721.html	8
West Indies	164/4	44.2	2	won	/ci/engine/match/64721.html	20
South Africa	190	49.5	1	won	/ci/engine/match/64720.html	15
West Indies	137	47.0	2	lost	/ci/engine/match/64720.html	10
West Indies	199	49.2	1	lost	/ci/engine/match/64719.html	19
South Africa	202/3	41.4	2	won	/ci/engine/match/64719.html	25
West Indies	200	49.3	1	lost	/ci/engine/match/64718.html	24
South Africa	201/2	46.1	2	won	/ci/engine/match/64718.html	20
South Africa	287/4	50.0	1	won	/ci/engine/match/64717.html	25
West Indies	155	39.0	2	lost	/ci/engine/match/64717.html	17
West Indies	220/8	50.0	1	lost	/ci/engine/match/64716.html	18
South Africa	221/2	45.5	2	won	/ci/engine/match/64716.html	21
South Africa	200	47.4	1	lost	/ci/engine/match/64715.html	17
West Indies	202/7	50.0	2	won	/ci/engine/match/64715.html	17
Sri Lanka	297/7	50.0	1	won	/ci/engine/match/65795.html	24
Pakistan	220	41.4	2	lost	/ci/engine/match/65795.html	21
New Zealand	248/6	50.0	1	won	/ci/engine/match/65794.html	17
Sri Lanka	169/8	50.0	2	lost	/ci/engine/match/65794.html	18
New Zealand	127	31.3	1	lost	/ci/engine/match/65793.html	9
Pakistan	131/3	25.2	2	won	/ci/engine/match/65793.html	18
Pakistan	278/9	50.0	1	won	/ci/engine/match/65792.html	25
Sri Lanka	250/8	50.0	2	lost	/ci/engine/match/65792.html	17
New Zealand	266/7	50.0	1	lost	/ci/engine/match/65791.html	15
Pakistan	270/2	42.1	2	won	/ci/engine/match/65791.html	39
Zimbabwe	308/4	50.0	1	won	/ci/engine/match/64714.html	27
Bangladesh	272/8	50.0	2	lost	/ci/engine/match/64714.html	16
Sri Lanka	269/9	50.0	1	won	/ci/engine/match/65790.html	24
New Zealand	163	42.1	2	lost	/ci/engine/match/65790.html	10
Pakistan	255/9	50.0	1	won	/ci/engine/match/65789.html	18
Sri Lanka	239	48.3	2	lost	/ci/engine/match/65789.html	18
Zimbabwe	230/7	50.0	1	won	/ci/engine/match/64713.html	18
Bangladesh	103	30.4	2	lost	/ci/engine/match/64713.html	11
Bangladesh	151/8	50.0	1	lost	/ci/engine/match/64712.html	9
Zimbabwe	155/3	43.1	2	won	/ci/engine/match/64712.html	12
India	265/6	50.0	1	lost	/ci/engine/match/64711.html	28
Australia	269/6	48.0	2	won	/ci/engine/match/64711.html	26
Australia	338/4	50.0	1	won	/ci/engine/match/64710.html	36
India	245	45.0	2	lost	/ci/engine/match/64710.html	27
India	299/8	50.0	1	won	/ci/engine/match/64709.html	31
Australia	181	35.5	2	lost	/ci/engine/match/64709.html	22
India	248/9	50.0	1	lost	/ci/engine/match/64708.html	28
Australia	249/2	45.1	2	won	/ci/engine/match/64708.html	26
England	165/9	50.0	1	lost	/ci/engine/match/64707.html	14
Sri Lanka	166/0	33.5	2	won	/ci/engine/match/64707.html	28
India	315	49.5	1	won	/ci/engine/match/64706.html	34
Australia	255	43.3	2	lost	/ci/engine/match/64706.html	19
Sri Lanka	226/6	50.0	1	won	/ci/engine/match/64705.html	11
England	160	45.0	2	lost	/ci/engine/match/64705.html	7
England	143	48.5	1	lost	/ci/engine/match/64704.html	11
Sri Lanka	144/5	40.5	2	won	/ci/engine/match/64704.html	11
Pakistan	285	49.3	1	lost	/ci/engine/match/64703.html	32
New Zealand	290/6	48.1	2	won	/ci/engine/match/64703.html	36
New Zealand	284/5	50.0	1	won	/ci/engine/match/64702.html	24
Pakistan	146	47.0	2	lost	/ci/engine/match/64702.html	10
Pakistan	243/9	50.0	1	won	/ci/engine/match/64701.html	26
New Zealand	215	48.2	2	lost	/ci/engine/match/64701.html	16
Pakistan	135	50.0	1	lost	/ci/engine/match/64700.html	8
New Zealand	136/4	30.3	2	won	/ci/engine/match/64700.html	14
New Zealand	149	35.3	1	lost	/ci/engine/match/64699.html	16
Pakistan	150/4	45.0	2	won	/ci/engine/match/64699.html	16
New Zealand	282/6	50.0	1	won	/ci/engine/match/64698.html	29
Sri Lanka	269	49.2	2	lost	/ci/engine/match/64698.html	23
Australia	338/6	50.0	1	won	/ci/engine/match/65614.html	33
West Indies	299	49.3	2	lost	/ci/engine/match/65614.html	32
New Zealand	182/9	35.0	1	lost	/ci/engine/match/64697.html	15
Sri Lanka	155/5	31.0	2	won	/ci/engine/match/64697.html	21
Australia	253/9	50.0	1	won	/ci/engine/match/65613.html	21
West Indies	119	37.2	2	lost	/ci/engine/match/65613.html	14
New Zealand	181	45.4	1	lost	/ci/engine/match/64696.html	13
Sri Lanka	182/1	29.5	2	won	/ci/engine/match/64696.html	26
Australia	302/5	50.0	1	won	/ci/engine/match/65612.html	24
Zimbabwe	301/6	50.0	2	lost	/ci/engine/match/65612.html	29
New Zealand	205/8	50.0	1	lost	/ci/engine/match/64695.html	12
Sri Lanka	209/7	48.3	2	won	/ci/engine/match/64695.html	14
West Indies	178	47.2	1	won	/ci/engine/match/65611.html	13
Zimbabwe	134	42.3	2	lost	/ci/engine/match/65611.html	13
Sri Lanka	213/8	50.0	1	won	/ci/engine/match/64694.html	10
New Zealand	152	42.5	2	lost	/ci/engine/match/64694.html	13
Zimbabwe	279/6	50.0	1	lost	/ci/engine/match/65610.html	22
Australia	282/4	44.0	2	won	/ci/engine/match/65610.html	29
Australia	291/6	50.0	1	won	/ci/engine/match/65609.html	24
Zimbabwe	205	47.5	2	lost	/ci/engine/match/65609.html	12
West Indies	123	35.1	1	lost	/ci/engine/match/65608.html	11
Australia	124/0	22.5	2	won	/ci/engine/match/65608.html	13
West Indies	235/6	47.0	1	won	/ci/engine/match/65607.html	18
Zimbabwe	175	40.2	2	lost	/ci/engine/match/65607.html	8
Zimbabwe	138	47.2	1	won	/ci/engine/match/65606.html	5
West Indies	91	31.5	2	lost	/ci/engine/match/65606.html	8
Zimbabwe	223/9	50.0	1	lost	/ci/engine/match/65605.html	12
Australia	226/2	36.5	2	won	/ci/engine/match/65605.html	24
Sri Lanka	214/6	42.0	1	won	/ci/engine/match/64693.html	18
South Africa	204	42.0	2	lost	/ci/engine/match/64693.html	19
Australia	277/4	50.0	1	won	/ci/engine/match/65604.html	19
West Indies	211/8	42.4	2	lost	/ci/engine/match/65604.html	22
Sri Lanka	206	49.2	1	lost	/ci/engine/match/64692.html	20
South Africa	207/5	42.0	2	won	/ci/engine/match/64692.html	21
West Indies	234/8	50.0	1	lost	/ci/engine/match/65603.html	19
Australia	236/1	43.4	2	won	/ci/engine/match/65603.html	15
Zimbabwe	240/9	50.0	1	lost	/ci/engine/match/65602.html	16
West Indies	241/9	48.4	2	won	/ci/engine/match/65602.html	22
South Africa	290/7	50.0	1	won	/ci/engine/match/64691.html	26
Sri Lanka	191	42.2	2	lost	/ci/engine/match/64691.html	13
Australia	267/6	50.0	1	won	/ci/engine/match/65601.html	18
West Indies	193/7	50.0	2	lost	/ci/engine/match/65601.html	16
Sri Lanka	247/4	50.0	1	lost	/ci/engine/match/64690.html	22
South Africa	250/2	48.5	2	won	/ci/engine/match/64690.html	14
New Zealand	273/9	50.0	1	lost	/ci/engine/match/64689.html	31
Zimbabwe	274/9	48.4	2	won	/ci/engine/match/64689.html	27
Zimbabwe	236/7	50.0	1	lost	/ci/engine/match/64688.html	18
New Zealand	237/2	45.2	2	won	/ci/engine/match/64688.html	26
Zimbabwe	300/7	50.0	1	won	/ci/engine/match/64687.html	29
New Zealand	210	40.0	2	lost	/ci/engine/match/64687.html	25
South Africa	302/7	50.0	1	won	/ci/engine/match/64686.html	31
Sri Lanka	207/6	50.0	2	lost	/ci/engine/match/64686.html	15
Sri Lanka	221	49.5	1	lost	/ci/engine/match/64685.html	21
South Africa	223/6	47.2	2	won	/ci/engine/match/64685.html	19
India	301/6	50.0	1	won	/ci/engine/match/64684.html	31
Zimbabwe	262	47.4	2	lost	/ci/engine/match/64684.html	27
Zimbabwe	165	45.4	1	lost	/ci/engine/match/64683.html	12
India	166/1	25.0	2	won	/ci/engine/match/64683.html	22
India	283/8	50.0	1	lost	/ci/engine/match/64682.html	30
Zimbabwe	284/9	49.5	2	won	/ci/engine/match/64682.html	27
India	306/5	50.0	1	won	/ci/engine/match/64681.html	24
Zimbabwe	245/8	50.0	2	lost	/ci/engine/match/64681.html	18
Zimbabwe	253/7	50.0	1	lost	/ci/engine/match/64680.html	20
India	255/7	47.2	2	won	/ci/engine/match/64680.html	24
New Zealand	256/9	50.0	1	lost	/ci/engine/match/64679.html	26
South Africa	258/7	50.0	2	won	/ci/engine/match/64679.html	20
New Zealand	114/5	32.4	1	lost	/ci/engine/match/64678.html	13
South Africa	158/4	30.3	2	won	/ci/engine/match/64678.html	16
England	158	42.5	1	lost	/ci/engine/match/64677.html	11
Pakistan	161/4	43.3	2	won	/ci/engine/match/64677.html	17
Sri Lanka	299/5	50.0	1	won	/ci/engine/match/65900.html	32
India	54	26.3	2	lost	/ci/engine/match/65900.html	3
New Zealand	287/6	50.0	1	lost	/ci/engine/match/64676.html	29
South Africa	289/5	48.5	2	won	/ci/engine/match/64676.html	29
Sri Lanka	294/5	50.0	1	won	/ci/engine/match/65899.html	24
India	226	48.5	2	lost	/ci/engine/match/65899.html	19
England	211/9	50.0	1	lost	/ci/engine/match/64675.html	15
Pakistan	214/2	44.2	2	won	/ci/engine/match/64675.html	22
Zimbabwe	218/9	50.0	1	lost	/ci/engine/match/65898.html	13
India	219/7	48.3	2	won	/ci/engine/match/65898.html	15
South Africa	324/4	50.0	1	won	/ci/engine/match/64674.html	31
New Zealand	189	33.4	2	lost	/ci/engine/match/64674.html	25
Sri Lanka	276/9	50.0	1	won	/ci/engine/match/65897.html	23
Zimbabwe	153	48.3	2	lost	/ci/engine/match/65897.html	9
Pakistan	304/9	50.0	1	lost	/ci/engine/match/64673.html	28
England	306/5	47.2	2	won	/ci/engine/match/64673.html	26
